"","Country","Year","Indicator","RCode","Region","CCode","Male","Female","Both_Sexes"
"800","Malawi",2019,"Life expectancy at birth (years)","AFR","Africa","MWI",62.31,68.93,65.62
"801","Malaysia",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","MYS",17.03,19.21,18.09
"802","Malaysia",2000,"Life expectancy at birth (years)","WPR","Western Pacific","MYS",70.55,75.31,72.8
"803","Malaysia",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","MYS",18.34,20.06,19.18
"804","Malaysia",2010,"Life expectancy at birth (years)","WPR","Western Pacific","MYS",72.25,76.52,74.25
"805","Malaysia",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","MYS",19.1,20.74,19.89
"806","Malaysia",2015,"Life expectancy at birth (years)","WPR","Western Pacific","MYS",73.01,77.13,74.95
"807","Malaysia",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","MYS",18.49,20.56,19.5
"808","Malaysia",2019,"Life expectancy at birth (years)","WPR","Western Pacific","MYS",72.61,77.08,74.72
"809","Maldives",2000,"Life expectancy at age 60 (years)","SEAR","South-East Asia","MDV",18.07,17.8,17.95
"810","Maldives",2000,"Life expectancy at birth (years)","SEAR","South-East Asia","MDV",70.42,71.48,70.96
"811","Maldives",2010,"Life expectancy at age 60 (years)","SEAR","South-East Asia","MDV",19.7,21.04,20.3
"812","Maldives",2010,"Life expectancy at birth (years)","SEAR","South-East Asia","MDV",76.02,78.17,76.99
"813","Maldives",2015,"Life expectancy at age 60 (years)","SEAR","South-East Asia","MDV",20.81,21.95,21.34
"814","Maldives",2015,"Life expectancy at birth (years)","SEAR","South-East Asia","MDV",77.56,79.47,78.41
"815","Maldives",2019,"Life expectancy at age 60 (years)","SEAR","South-East Asia","MDV",21.39,23.05,22.15
"816","Maldives",2019,"Life expectancy at birth (years)","SEAR","South-East Asia","MDV",78.63,80.76,79.59
"817","Mali",2000,"Life expectancy at age 60 (years)","AFR","Africa","MLI",16.19,15.87,16.02
"818","Mali",2000,"Life expectancy at birth (years)","AFR","Africa","MLI",52.61,52.75,52.64
"819","Mali",2010,"Life expectancy at age 60 (years)","AFR","Africa","MLI",16.66,16.99,16.84
"820","Mali",2010,"Life expectancy at birth (years)","AFR","Africa","MLI",58.59,59.49,59.05
"821","Mali",2015,"Life expectancy at age 60 (years)","AFR","Africa","MLI",16.93,17.2,17.08
"822","Mali",2015,"Life expectancy at birth (years)","AFR","Africa","MLI",60.36,61.41,60.89
"823","Mali",2019,"Life expectancy at age 60 (years)","AFR","Africa","MLI",17.35,17.56,17.46
"824","Mali",2019,"Life expectancy at birth (years)","AFR","Africa","MLI",62.2,63.4,62.8
"825","Malta",2000,"Life expectancy at age 60 (years)","EUR","Europe","MLT",19.03,22.38,20.81
"826","Malta",2000,"Life expectancy at birth (years)","EUR","Europe","MLT",75.53,80.1,77.87
"827","Malta",2010,"Life expectancy at age 60 (years)","EUR","Europe","MLT",21.46,24.71,23.2
"828","Malta",2010,"Life expectancy at birth (years)","EUR","Europe","MLT",78.23,82.54,80.45
"829","Malta",2015,"Life expectancy at age 60 (years)","EUR","Europe","MLT",22.7,25.58,24.23
"830","Malta",2015,"Life expectancy at birth (years)","EUR","Europe","MLT",79.63,83.58,81.65
"831","Malta",2019,"Life expectancy at age 60 (years)","EUR","Europe","MLT",22.99,25.86,24.49
"832","Malta",2019,"Life expectancy at birth (years)","EUR","Europe","MLT",79.94,83.8,81.89
"833","Mauritania",2000,"Life expectancy at age 60 (years)","AFR","Africa","MRT",17.22,17.04,17.12
"834","Mauritania",2000,"Life expectancy at birth (years)","AFR","Africa","MRT",61.75,62.23,61.96
"835","Mauritania",2010,"Life expectancy at age 60 (years)","AFR","Africa","MRT",18.74,18.31,18.49
"836","Mauritania",2010,"Life expectancy at birth (years)","AFR","Africa","MRT",65.4,65.87,65.59
"837","Mauritania",2015,"Life expectancy at age 60 (years)","AFR","Africa","MRT",19.04,18.7,18.84
"838","Mauritania",2015,"Life expectancy at birth (years)","AFR","Africa","MRT",67.19,67.69,67.41
"839","Mauritania",2019,"Life expectancy at age 60 (years)","AFR","Africa","MRT",19.12,18.87,18.98
"840","Mauritania",2019,"Life expectancy at birth (years)","AFR","Africa","MRT",68.08,68.73,68.38
"841","Mauritius",2000,"Life expectancy at age 60 (years)","AFR","Africa","MUS",15.77,19.75,17.83
"842","Mauritius",2000,"Life expectancy at birth (years)","AFR","Africa","MUS",67.74,74.8,71.17
"843","Mauritius",2010,"Life expectancy at age 60 (years)","AFR","Africa","MUS",17.36,21.22,19.39
"844","Mauritius",2010,"Life expectancy at birth (years)","AFR","Africa","MUS",69.84,76.8,73.24
"845","Mauritius",2015,"Life expectancy at age 60 (years)","AFR","Africa","MUS",18.24,21.9,20.16
"846","Mauritius",2015,"Life expectancy at birth (years)","AFR","Africa","MUS",70.96,77.43,74.14
"847","Mauritius",2019,"Life expectancy at age 60 (years)","AFR","Africa","MUS",18.45,21.97,20.29
"848","Mauritius",2019,"Life expectancy at birth (years)","AFR","Africa","MUS",70.95,77.32,74.07
"849","Mexico",2000,"Life expectancy at age 60 (years)","AMR","Americas","MEX",20.28,22.73,21.57
"850","Mexico",2000,"Life expectancy at birth (years)","AMR","Americas","MEX",71.68,77.12,74.41
"851","Mexico",2010,"Life expectancy at age 60 (years)","AMR","Americas","MEX",20.26,22.67,21.52
"852","Mexico",2010,"Life expectancy at birth (years)","AMR","Americas","MEX",72.23,78.01,75.13
"853","Mexico",2015,"Life expectancy at age 60 (years)","AMR","Americas","MEX",20.42,22.93,21.73
"854","Mexico",2015,"Life expectancy at birth (years)","AMR","Americas","MEX",73.09,78.61,75.87
"855","Mexico",2019,"Life expectancy at age 60 (years)","AMR","Americas","MEX",20.5,23.06,21.84
"856","Mexico",2019,"Life expectancy at birth (years)","AMR","Americas","MEX",73.13,78.86,76.01
"857","Micronesia (Federated States of)",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","FSM",13.75,15.47,14.63
"858","Micronesia (Federated States of)",2000,"Life expectancy at birth (years)","WPR","Western Pacific","FSM",58.45,64.2,61.19
"859","Micronesia (Federated States of)",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","FSM",14.06,15.65,14.87
"860","Micronesia (Federated States of)",2010,"Life expectancy at birth (years)","WPR","Western Pacific","FSM",60.01,65.61,62.67
"861","Micronesia (Federated States of)",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","FSM",13.96,15.6,14.78
"862","Micronesia (Federated States of)",2015,"Life expectancy at birth (years)","WPR","Western Pacific","FSM",60.14,65.66,62.74
"863","Micronesia (Federated States of)",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","FSM",13.82,15.58,14.7
"864","Micronesia (Federated States of)",2019,"Life expectancy at birth (years)","WPR","Western Pacific","FSM",60.35,66.05,63.03
"865","Mongolia",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","MNG",12,14.91,13.42
"866","Mongolia",2000,"Life expectancy at birth (years)","WPR","Western Pacific","MNG",57.34,64.11,60.52
"867","Mongolia",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","MNG",13.27,16.86,15.09
"868","Mongolia",2010,"Life expectancy at birth (years)","WPR","Western Pacific","MNG",61.09,69.47,65.05
"869","Mongolia",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","MNG",14.5,18.35,16.5
"870","Mongolia",2015,"Life expectancy at birth (years)","WPR","Western Pacific","MNG",63.45,72.13,67.61
"871","Mongolia",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","MNG",14.16,18.51,16.41
"872","Mongolia",2019,"Life expectancy at birth (years)","WPR","Western Pacific","MNG",63.82,72.76,68.1
"873","Montenegro",2000,"Life expectancy at age 60 (years)","EUR","Europe","MNE",17.65,20.61,19.21
"874","Montenegro",2000,"Life expectancy at birth (years)","EUR","Europe","MNE",70.88,76.27,73.56
"875","Montenegro",2010,"Life expectancy at age 60 (years)","EUR","Europe","MNE",17.47,20.3,18.97
"876","Montenegro",2010,"Life expectancy at birth (years)","EUR","Europe","MNE",72.27,77.12,74.69
"877","Montenegro",2015,"Life expectancy at age 60 (years)","EUR","Europe","MNE",17.25,20.59,18.99
"878","Montenegro",2015,"Life expectancy at birth (years)","EUR","Europe","MNE",72.83,77.73,75.27
"879","Montenegro",2019,"Life expectancy at age 60 (years)","EUR","Europe","MNE",17.44,21.32,19.44
"880","Montenegro",2019,"Life expectancy at birth (years)","EUR","Europe","MNE",73.15,78.65,75.88
"881","Morocco",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","MAR",17.79,18.95,18.41
"882","Morocco",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","MAR",68.06,70.59,69.35
"883","Morocco",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","MAR",18.85,18.76,18.72
"884","Morocco",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","MAR",71.07,72.27,71.6
"885","Morocco",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","MAR",17.87,19.18,18.54
"886","Morocco",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","MAR",71.37,73.55,72.46
"887","Morocco",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","MAR",17.74,19.59,18.67
"888","Morocco",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","MAR",71.68,74.31,72.99
"889","Mozambique",2000,"Life expectancy at age 60 (years)","AFR","Africa","MOZ",13.13,17.24,15.23
"890","Mozambique",2000,"Life expectancy at birth (years)","AFR","Africa","MOZ",48.37,53.05,50.69
"891","Mozambique",2010,"Life expectancy at age 60 (years)","AFR","Africa","MOZ",12.49,17.44,15.1
"892","Mozambique",2010,"Life expectancy at birth (years)","AFR","Africa","MOZ",50.66,56.29,53.48
"893","Mozambique",2015,"Life expectancy at age 60 (years)","AFR","Africa","MOZ",12.71,17.48,15.29
"894","Mozambique",2015,"Life expectancy at birth (years)","AFR","Africa","MOZ",52.42,59.45,55.95
"895","Mozambique",2019,"Life expectancy at age 60 (years)","AFR","Africa","MOZ",13.34,17.83,15.8
"896","Mozambique",2019,"Life expectancy at birth (years)","AFR","Africa","MOZ",54.46,61.73,58.14
"897","Myanmar",2000,"Life expectancy at age 60 (years)","SEAR","South-East Asia","MMR",13.81,16.87,15.43
"898","Myanmar",2000,"Life expectancy at birth (years)","SEAR","South-East Asia","MMR",57.31,62.67,59.99
"899","Myanmar",2010,"Life expectancy at age 60 (years)","SEAR","South-East Asia","MMR",15.1,18.61,16.97
"900","Myanmar",2010,"Life expectancy at birth (years)","SEAR","South-East Asia","MMR",61.62,67.87,64.79
"901","Myanmar",2015,"Life expectancy at age 60 (years)","SEAR","South-East Asia","MMR",15.78,19.27,17.68
"902","Myanmar",2015,"Life expectancy at birth (years)","SEAR","South-East Asia","MMR",64.32,70.7,67.58
"903","Myanmar",2019,"Life expectancy at age 60 (years)","SEAR","South-East Asia","MMR",16.17,19.62,18.06
"904","Myanmar",2019,"Life expectancy at birth (years)","SEAR","South-East Asia","MMR",65.91,72.2,69.13
"905","Namibia",2000,"Life expectancy at age 60 (years)","AFR","Africa","NAM",12.71,16.27,14.64
"906","Namibia",2000,"Life expectancy at birth (years)","AFR","Africa","NAM",51.01,55.5,53.32
"907","Namibia",2010,"Life expectancy at age 60 (years)","AFR","Africa","NAM",13.89,18.76,16.45
"908","Namibia",2010,"Life expectancy at birth (years)","AFR","Africa","NAM",57.25,64.66,60.94
"909","Namibia",2015,"Life expectancy at age 60 (years)","AFR","Africa","NAM",14.46,19.06,16.99
"910","Namibia",2015,"Life expectancy at birth (years)","AFR","Africa","NAM",59.36,66.22,62.87
"911","Namibia",2019,"Life expectancy at age 60 (years)","AFR","Africa","NAM",14.68,19.25,17.24
"912","Namibia",2019,"Life expectancy at birth (years)","AFR","Africa","NAM",60.58,68.45,64.58
"913","Nepal",2000,"Life expectancy at age 60 (years)","SEAR","South-East Asia","NPL",16.68,18.35,17.59
"914","Nepal",2000,"Life expectancy at birth (years)","SEAR","South-East Asia","NPL",63.87,66.57,65.26
"915","Nepal",2010,"Life expectancy at age 60 (years)","SEAR","South-East Asia","NPL",17.19,19.03,18.1
"916","Nepal",2010,"Life expectancy at birth (years)","SEAR","South-East Asia","NPL",67.52,70.92,69.18
"917","Nepal",2015,"Life expectancy at age 60 (years)","SEAR","South-East Asia","NPL",16.73,18.93,17.83
"918","Nepal",2015,"Life expectancy at birth (years)","SEAR","South-East Asia","NPL",67.32,71.39,69.43
"919","Nepal",2019,"Life expectancy at age 60 (years)","SEAR","South-East Asia","NPL",16.8,19.15,18.01
"920","Nepal",2019,"Life expectancy at birth (years)","SEAR","South-East Asia","NPL",68.88,72.75,70.88
"921","Netherlands",2000,"Life expectancy at age 60 (years)","EUR","Europe","NLD",19.15,23.23,21.32
"922","Netherlands",2000,"Life expectancy at birth (years)","EUR","Europe","NLD",75.49,80.39,78.01
"923","Netherlands",2010,"Life expectancy at age 60 (years)","EUR","Europe","NLD",21.59,24.8,23.29
"924","Netherlands",2010,"Life expectancy at birth (years)","EUR","Europe","NLD",78.74,82.5,80.68
"925","Netherlands",2015,"Life expectancy at age 60 (years)","EUR","Europe","NLD",22.27,24.87,23.63
"926","Netherlands",2015,"Life expectancy at birth (years)","EUR","Europe","NLD",79.67,82.82,81.28
"927","Netherlands",2019,"Life expectancy at age 60 (years)","EUR","Europe","NLD",22.96,25.13,24.08
"928","Netherlands",2019,"Life expectancy at birth (years)","EUR","Europe","NLD",80.4,83.15,81.79
"929","New Zealand",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","NZL",20.46,24.12,22.38
"930","New Zealand",2000,"Life expectancy at birth (years)","WPR","Western Pacific","NZL",76,81.06,78.57
"931","New Zealand",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","NZL",22.96,25.35,24.2
"932","New Zealand",2010,"Life expectancy at birth (years)","WPR","Western Pacific","NZL",79.12,82.71,80.94
"933","New Zealand",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","NZL",23.16,25.33,24.28
"934","New Zealand",2015,"Life expectancy at birth (years)","WPR","Western Pacific","NZL",79.73,82.85,81.31
"935","New Zealand",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","NZL",23.75,25.84,24.83
"936","New Zealand",2019,"Life expectancy at birth (years)","WPR","Western Pacific","NZL",80.36,83.52,81.96
"937","Nicaragua",2000,"Life expectancy at age 60 (years)","AMR","Americas","NIC",18.63,21.33,20.06
"938","Nicaragua",2000,"Life expectancy at birth (years)","AMR","Americas","NIC",70.77,75.67,73.26
"939","Nicaragua",2010,"Life expectancy at age 60 (years)","AMR","Americas","NIC",18.03,21.1,19.62
"940","Nicaragua",2010,"Life expectancy at birth (years)","AMR","Americas","NIC",71.38,76.66,74.05
"941","Nicaragua",2015,"Life expectancy at age 60 (years)","AMR","Americas","NIC",18.18,21.48,19.91
"942","Nicaragua",2015,"Life expectancy at birth (years)","AMR","Americas","NIC",71.83,77.32,74.62
"943","Nicaragua",2019,"Life expectancy at age 60 (years)","AMR","Americas","NIC",18.04,21.87,20.03
"944","Nicaragua",2019,"Life expectancy at birth (years)","AMR","Americas","NIC",72.07,77.93,75.04
"945","Niger",2000,"Life expectancy at age 60 (years)","AFR","Africa","NER",15.33,16.19,15.79
"946","Niger",2000,"Life expectancy at birth (years)","AFR","Africa","NER",49.73,50.99,50.35
"947","Niger",2010,"Life expectancy at age 60 (years)","AFR","Africa","NER",15.91,17.24,16.59
"948","Niger",2010,"Life expectancy at birth (years)","AFR","Africa","NER",57.77,60.19,58.95
"949","Niger",2015,"Life expectancy at age 60 (years)","AFR","Africa","NER",16.16,17.48,16.82
"950","Niger",2015,"Life expectancy at birth (years)","AFR","Africa","NER",60.28,62.86,61.54
"951","Niger",2019,"Life expectancy at age 60 (years)","AFR","Africa","NER",16.59,17.79,17.19
"952","Niger",2019,"Life expectancy at birth (years)","AFR","Africa","NER",62.06,64.56,63.29
"953","Nigeria",2000,"Life expectancy at age 60 (years)","AFR","Africa","NGA",15.39,16.96,16.19
"954","Nigeria",2000,"Life expectancy at birth (years)","AFR","Africa","NGA",52.16,55.17,53.63
"955","Nigeria",2010,"Life expectancy at age 60 (years)","AFR","Africa","NGA",16.51,18.03,17.28
"956","Nigeria",2010,"Life expectancy at birth (years)","AFR","Africa","NGA",57.75,60.79,59.24
"957","Nigeria",2015,"Life expectancy at age 60 (years)","AFR","Africa","NGA",17.09,18.5,17.81
"958","Nigeria",2015,"Life expectancy at birth (years)","AFR","Africa","NGA",59.59,62.8,61.16
"959","Nigeria",2019,"Life expectancy at age 60 (years)","AFR","Africa","NGA",17.59,18.86,18.24
"960","Nigeria",2019,"Life expectancy at birth (years)","AFR","Africa","NGA",61.2,64.1,62.62
"961","Norway",2000,"Life expectancy at age 60 (years)","EUR","Europe","NOR",19.98,23.74,21.97
"962","Norway",2000,"Life expectancy at birth (years)","EUR","Europe","NOR",75.86,81.15,78.53
"963","Norway",2010,"Life expectancy at age 60 (years)","EUR","Europe","NOR",21.89,24.96,23.5
"964","Norway",2010,"Life expectancy at birth (years)","EUR","Europe","NOR",78.83,82.85,80.87
"965","Norway",2015,"Life expectancy at age 60 (years)","EUR","Europe","NOR",22.84,25.44,24.2
"966","Norway",2015,"Life expectancy at birth (years)","EUR","Europe","NOR",80.26,83.71,82.01
"967","Norway",2019,"Life expectancy at age 60 (years)","EUR","Europe","NOR",23.47,25.76,24.66
"968","Norway",2019,"Life expectancy at birth (years)","EUR","Europe","NOR",81.08,84.13,82.62
"969","Oman",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","OMN",14.75,16.6,15.65
"970","Oman",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","OMN",67.26,71.53,69.07
"971","Oman",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","OMN",15.17,16.78,15.88
"972","Oman",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","OMN",68.97,72.55,70.36
"973","Oman",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","OMN",15.95,17.52,16.68
"974","Oman",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","OMN",71.4,74.09,72.52
"975","Oman",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","OMN",17.23,18.48,17.8
"976","Oman",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","OMN",72.97,75.26,73.9
"977","Pakistan",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","PAK",15.18,16.38,15.72
"978","Pakistan",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","PAK",59.32,60.99,60.08
"979","Pakistan",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","PAK",15.81,17.07,16.4
"980","Pakistan",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","PAK",61.53,63.9,62.64
"981","Pakistan",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","PAK",16.29,17.43,16.83
"982","Pakistan",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","PAK",63.12,65.36,64.18
"983","Pakistan",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","PAK",16.8,17.76,17.26
"984","Pakistan",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","PAK",64.59,66.72,65.61
"985","Panama",2000,"Life expectancy at age 60 (years)","AMR","Americas","PAN",21.81,24.92,23.32
"986","Panama",2000,"Life expectancy at birth (years)","AMR","Americas","PAN",74.6,80.08,77.23
"987","Panama",2010,"Life expectancy at age 60 (years)","AMR","Americas","PAN",21.74,24.96,23.33
"988","Panama",2010,"Life expectancy at birth (years)","AMR","Americas","PAN",74.63,80.65,77.53
"989","Panama",2015,"Life expectancy at age 60 (years)","AMR","Americas","PAN",22.57,25.42,24.01
"990","Panama",2015,"Life expectancy at birth (years)","AMR","Americas","PAN",76.17,81.38,78.72
"991","Panama",2019,"Life expectancy at age 60 (years)","AMR","Americas","PAN",22.55,25.95,24.26
"992","Panama",2019,"Life expectancy at birth (years)","AMR","Americas","PAN",76.65,82.06,79.29
"993","Papua New Guinea",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","PNG",14.99,17.63,16.35
"994","Papua New Guinea",2000,"Life expectancy at birth (years)","WPR","Western Pacific","PNG",61.12,65.57,63.29
"995","Papua New Guinea",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","PNG",14.86,17.24,16.09
"996","Papua New Guinea",2010,"Life expectancy at birth (years)","WPR","Western Pacific","PNG",61.52,65.4,63.42
"997","Papua New Guinea",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","PNG",15.17,17.46,16.33
"998","Papua New Guinea",2015,"Life expectancy at birth (years)","WPR","Western Pacific","PNG",62.57,66.54,64.49
"999","Papua New Guinea",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","PNG",15.37,17.59,16.48
"1000","Papua New Guinea",2019,"Life expectancy at birth (years)","WPR","Western Pacific","PNG",63.4,67.36,65.3
"1001","Paraguay",2000,"Life expectancy at age 60 (years)","AMR","Americas","PRY",20.72,23.27,22.02
"1002","Paraguay",2000,"Life expectancy at birth (years)","AMR","Americas","PRY",72.57,77.14,74.8
"1003","Paraguay",2010,"Life expectancy at age 60 (years)","AMR","Americas","PRY",20.17,23,21.57
"1004","Paraguay",2010,"Life expectancy at birth (years)","AMR","Americas","PRY",72.47,77.73,74.99
"1005","Paraguay",2015,"Life expectancy at age 60 (years)","AMR","Americas","PRY",20.25,23.46,21.81
"1006","Paraguay",2015,"Life expectancy at birth (years)","AMR","Americas","PRY",72.83,78.6,75.56
"1007","Paraguay",2019,"Life expectancy at age 60 (years)","AMR","Americas","PRY",20.15,23.5,21.78
"1008","Paraguay",2019,"Life expectancy at birth (years)","AMR","Americas","PRY",73.08,78.85,75.81
"1009","Peru",2000,"Life expectancy at age 60 (years)","AMR","Americas","PER",21.64,22.88,22.31
"1010","Peru",2000,"Life expectancy at birth (years)","AMR","Americas","PER",72.86,75.94,74.42
"1011","Peru",2010,"Life expectancy at age 60 (years)","AMR","Americas","PER",22.23,23.77,23.04
"1012","Peru",2010,"Life expectancy at birth (years)","AMR","Americas","PER",75.61,78.91,77.28
"1013","Peru",2015,"Life expectancy at age 60 (years)","AMR","Americas","PER",23.27,24.71,24.03
"1014","Peru",2015,"Life expectancy at birth (years)","AMR","Americas","PER",77.55,80.56,79.08
"1015","Peru",2019,"Life expectancy at age 60 (years)","AMR","Americas","PER",23.66,25.05,24.38
"1016","Peru",2019,"Life expectancy at birth (years)","AMR","Americas","PER",78.46,81.34,79.9
"1017","Philippines",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","PHL",15.53,19.65,17.64
"1018","Philippines",2000,"Life expectancy at birth (years)","WPR","Western Pacific","PHL",65.47,72.87,69.03
"1019","Philippines",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","PHL",15.99,19.95,18.03
"1020","Philippines",2010,"Life expectancy at birth (years)","WPR","Western Pacific","PHL",66.63,73.52,69.96
"1021","Philippines",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","PHL",15.83,19.74,17.84
"1022","Philippines",2015,"Life expectancy at birth (years)","WPR","Western Pacific","PHL",67.13,73.66,70.3
"1023","Philippines",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","PHL",15.84,19.57,17.77
"1024","Philippines",2019,"Life expectancy at birth (years)","WPR","Western Pacific","PHL",67.4,73.6,70.43
"1025","Poland",2000,"Life expectancy at age 60 (years)","EUR","Europe","POL",16.53,21.39,19.2
"1026","Poland",2000,"Life expectancy at birth (years)","EUR","Europe","POL",69.51,77.88,73.7
"1027","Poland",2010,"Life expectancy at age 60 (years)","EUR","Europe","POL",18.24,23.26,20.99
"1028","Poland",2010,"Life expectancy at birth (years)","EUR","Europe","POL",72.08,80.37,76.25
"1029","Poland",2015,"Life expectancy at age 60 (years)","EUR","Europe","POL",18.83,23.73,21.5
"1030","Poland",2015,"Life expectancy at birth (years)","EUR","Europe","POL",73.36,81.15,77.29
"1031","Poland",2019,"Life expectancy at age 60 (years)","EUR","Europe","POL",19.52,24.33,22.13
"1032","Poland",2019,"Life expectancy at birth (years)","EUR","Europe","POL",74.53,81.93,78.27
"1033","Portugal",2000,"Life expectancy at age 60 (years)","EUR","Europe","PRT",19.07,23.11,21.21
"1034","Portugal",2000,"Life expectancy at birth (years)","EUR","Europe","PRT",73.07,80.07,76.58
"1035","Portugal",2010,"Life expectancy at age 60 (years)","EUR","Europe","PRT",20.94,25,23.1
"1036","Portugal",2010,"Life expectancy at birth (years)","EUR","Europe","PRT",76.59,82.74,79.73
"1037","Portugal",2015,"Life expectancy at age 60 (years)","EUR","Europe","PRT",21.68,25.63,23.8
"1038","Portugal",2015,"Life expectancy at birth (years)","EUR","Europe","PRT",77.92,83.67,80.89
"1039","Portugal",2019,"Life expectancy at age 60 (years)","EUR","Europe","PRT",22.12,26.29,24.34
"1040","Portugal",2019,"Life expectancy at birth (years)","EUR","Europe","PRT",78.56,84.4,81.57
"1041","Qatar",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","QAT",16.44,15.23,15.93
"1042","Qatar",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","QAT",71.11,71.74,71.29
"1043","Qatar",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","QAT",18.65,16.12,17.26
"1044","Qatar",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","QAT",74.97,73.87,74.08
"1045","Qatar",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","QAT",20.06,17.86,18.99
"1046","Qatar",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","QAT",77.17,75.93,76.41
"1047","Qatar",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","QAT",20.64,18.38,19.5
"1048","Qatar",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","QAT",78.03,76.63,77.17
"1049","Republic of Korea",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","KOR",18.15,22.66,20.69
"1050","Republic of Korea",2000,"Life expectancy at birth (years)","WPR","Western Pacific","KOR",72.49,79.76,76.21
"1051","Republic of Korea",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","KOR",21.05,25.88,23.72
"1052","Republic of Korea",2010,"Life expectancy at birth (years)","WPR","Western Pacific","KOR",77.12,83.78,80.58
"1053","Republic of Korea",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","KOR",22.29,26.91,24.82
"1054","Republic of Korea",2015,"Life expectancy at birth (years)","WPR","Western Pacific","KOR",79.03,85.12,82.2
"1055","Republic of Korea",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","KOR",23.37,27.87,25.8
"1056","Republic of Korea",2019,"Life expectancy at birth (years)","WPR","Western Pacific","KOR",80.32,86.09,83.3
"1057","Republic of Moldova",2000,"Life expectancy at age 60 (years)","EUR","Europe","MDA",14,17.16,15.77
"1058","Republic of Moldova",2000,"Life expectancy at birth (years)","EUR","Europe","MDA",63.15,70.53,66.87
"1059","Republic of Moldova",2010,"Life expectancy at age 60 (years)","EUR","Europe","MDA",14.51,18.18,16.53
"1060","Republic of Moldova",2010,"Life expectancy at birth (years)","EUR","Europe","MDA",64.62,73.11,68.81
"1061","Republic of Moldova",2015,"Life expectancy at age 60 (years)","EUR","Europe","MDA",15.58,19.53,17.76
"1062","Republic of Moldova",2015,"Life expectancy at birth (years)","EUR","Europe","MDA",67.19,75.05,71.13
"1063","Republic of Moldova",2019,"Life expectancy at age 60 (years)","EUR","Europe","MDA",16.63,20.92,19.02
